City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
343,Frankfurt,DE,65.79,broken clouds,50.1167,8.6833,Hotel Scala
344,Dahuk,IQ,72.32,clear sky,36.8695,42.994,Parwar Hotel
345,Shanting,CN,75.87,light rain,35.0753,117.4578,JUNYI Hotel Shandong Zaozhuang Shanting District Xinyuan Road
346,Sao Miguel Do Araguaia,BR,87.33,overcast clouds,-13.275,-50.1628,Hotel Executivo Palace
347,Kautokeino,NO,54.41,clear sky,69.0125,23.0412,Thon Hotel Kautokeino
348,Anadyr,RU,45.1,broken clouds,64.75,177.4833,"Гостиница ""Анадырь"""
349,Mecca,SA,88.18,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
350,Bakchar,RU,54.41,broken clouds,57.0186,82.0711,Kristina
351,Torbay,CA,45.88,overcast clouds,47.6666,-52.7314,Gallows Cove
352,Duldurga,RU,54.99,overcast clouds,50.6761,113.5931,Golden Dragon
353,Qaqortoq,GL,55.9,overcast clouds,60.7167,-46.0333,Hotel Qaqortoq
354,Hildburghausen,DE,63.36,overcast clouds,50.4255,10.7318,Pension Thüringer Hof
356,Salcedo,PH,76.91,overcast clouds,12.8105,121.4674,Yamaji Freeman Farm
358,Iberia,US,84.97,broken clouds,29.9502,-91.7507,back to back rv park
361,High Level,CA,62.71,broken clouds,58.5169,-117.136,Days Inn by Wyndham High Level
362,Mogadishu,SO,79.18,broken clouds,2.0371,45.3438,Hotel Juba
363,Muros,ES,68.85,few clouds,42.7762,-9.0603,Apartment Av. Castelao
364,Makakilo City,US,80.92,light rain,21.3469,-158.0858,Marriott's Ko Olina Beach Club
365,Ayan,RU,40.39,overcast clouds,56.45,138.1667,Gostinitsa
366,Almondbank,GB,60.75,broken clouds,56.4173,-3.5183,Perth Youth Hostel
367,Port Blair,IN,83.88,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
370,Kimbe,PG,74.64,broken clouds,-5.5502,150.1429,Kimbe Bay Hotel
373,Los Angeles,US,85.71,clear sky,34.0522,-118.2437,Kawada Hotel
375,Kokkola,FI,59.16,clear sky,63.8385,23.1307,Hotel Kokkola
376,Corinto,GR,75.99,overcast clouds,37.9407,22.9573,Ephira Hotel
378,Heihe,CN,50.58,clear sky,50.2441,127.4902,Hotel Strannik
379,Lingdong,CN,51.55,clear sky,46.5669,131.1453,Shengtianyuan Hotel
380,Bandarbeyla,SO,79.9,clear sky,9.4942,50.8122,JABIR HOTEL
381,Butterworth,MY,80.01,few clouds,5.3991,100.3638,Cititel Penang
382,Pindushi,RU,52.59,overcast clouds,62.9152,34.58,Solnechnyy
383,Singarayakonda,IN,85.75,few clouds,15.25,80.0333,srinu tiffen center
384,Tornio,FI,66.22,scattered clouds,65.8481,24.1466,Park Hotel Tornio
385,Kosjeric,RS,63.3,overcast clouds,43.9961,19.9069,Hotel Olympic
386,Clonakilty,IE,55.09,overcast clouds,51.6231,-8.8706,Inchydoney Island Lodge & Spa
387,Maroantsetra,MG,72.28,light rain,-15.4333,49.7333,Annexe Vatsy Hôtel
388,San Quintin,MX,66.4,few clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
389,Krzeszowice,PL,67.32,clear sky,50.1425,19.6322,Pozytywka Apartament & Spa
390,Margate,GB,62.69,broken clouds,51.3813,1.3862,Premier Inn Margate hotel
391,Thap Than,TH,81.5,overcast clouds,15.4606,99.8917,ขวัญเรือน ขำสุข
392,Waipawa,NZ,53.46,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
393,Gualaceo,EC,69.46,light rain,-2.9,-78.7833,Arhaná Hosteria Resort
394,Lastoursville,GA,76.26,overcast clouds,-0.8143,12.7287,Auberge Bon Coin 02
395,Kushmurun,KZ,60.1,scattered clouds,52.4503,64.6311,Gostinitsa Pri Depo
396,Cherskiy,RU,64.29,overcast clouds,68.75,161.3,Gostinitsa
397,Pucallpa,PE,86.04,broken clouds,-8.3791,-74.5539,Hospedaje Komby
398,Eravur,LK,80.83,overcast clouds,7.7733,81.6095,Farhan KING House
399,Sliven,BG,62.96,broken clouds,42.6858,26.3292,Sport Palace
401,Acarau,BR,79.99,broken clouds,-2.8856,-40.12,castelo pizzaria
402,Noumea,NC,70.0,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
404,Anito,PH,76.57,moderate rain,12.4497,125.2886,The Yellow House
405,Lamu,KE,77.18,light rain,-2.2717,40.902,Lamu House
406,Palanga,LT,57.22,fog,55.9175,21.0686,"Hotel ""Austėja"""
407,Bambanglipuro,ID,56.61,few clouds,-7.95,110.2833,Puri Brata
408,Pemangkat,ID,77.11,overcast clouds,1.1667,108.9667,Ramah Kost KITA
409,Lagoa,PT,64.04,overcast clouds,39.05,-27.9833,Casa Das Faias
410,Manakara,MG,65.98,moderate rain,-22.1333,48.0167,La Residence Manakara
412,Isangel,VU,71.6,overcast clouds,-19.55,169.2667,Tanna Lodge
413,Nhulunbuy,AU,75.81,broken clouds,-12.2333,136.7667,East Arnhem Real Estate
414,Surt,LY,74.55,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
417,Buin,CL,64.09,overcast clouds,-33.7333,-70.75,Paihuen
418,Kang,BW,48.63,clear sky,-23.6752,22.7876,Kang Ultra Stop
419,Klyuchi,RU,59.9,clear sky,52.2667,79.1667,Vesolaya Mayovka
421,Andapa,MG,65.41,broken clouds,-14.65,49.65,Ramanandraibe Andapa
422,Burnie,AU,55.47,overcast clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
423,Cajamarca,PE,62.53,moderate rain,-7.1638,-78.5003,Hotel Qhapac Ñan
425,Comodoro Rivadavia,AR,51.55,scattered clouds,-45.8667,-67.5,Austral Hotel
426,Katsuura,JP,70.11,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
427,Jumla,NP,55.9,few clouds,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
429,Lompoc,US,76.69,overcast clouds,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
430,Guerrero Negro,MX,72.81,broken clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
432,Videira,BR,58.86,overcast clouds,-27.0083,-51.1517,Hotel das Videiras
433,Omboue,GA,76.42,broken clouds,-1.5746,9.2618,Hotel Olako
434,Svarstad,NO,66.45,overcast clouds,59.399,9.9698,Sogn Gjestegard
435,Sambava,MG,71.83,scattered clouds,-14.2667,50.1667,Melrose
437,Killarney,IE,53.02,overcast clouds,52.05,-9.5167,Cahernane House Hotel - Killarney Hotel
438,Elat,IL,84.04,clear sky,29.5581,34.9482,Club Hotel Eilat
440,Leon,MX,82.45,light rain,21.1167,-101.6667,Hotel Misión León
441,Saint-Joseph,RE,68.36,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
442,Saldanha,ZA,65.61,clear sky,-33.0117,17.9442,Blue Bay Lodge
444,Ketchikan,US,51.78,light rain,55.3422,-131.6461,Snows Cove Lodge
445,Verkhnetulomskiy,RU,41.13,clear sky,68.6073,31.7962,Отель Уют
446,Leh,IN,50.76,clear sky,34.1667,77.5833,Hotel Ladakh Greens
448,Half Moon Bay,US,81.99,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
449,Akyab,MM,83.08,overcast clouds,20.15,92.9,Hotel Memory
450,Kochubey,RU,69.12,overcast clouds,44.3861,46.5825,Придорожный комплекс EUROPA
452,Ahar,IR,58.78,clear sky,38.4774,47.0699,هتل رضوی
453,Taunggyi,MM,64.06,overcast clouds,20.7833,97.0333,True Treasure Hotel
456,Preobrazheniye,RU,54.43,few clouds,42.9019,133.9064,Campsite Orlan
457,Yellapur,IN,70.45,overcast clouds,14.9667,74.7167,Hotel Sambhram & Lodge
458,Sao Raimundo Nonato,BR,88.2,broken clouds,-9.0153,-42.6994,Real Hotel
459,Bambous Virieux,MU,75.45,broken clouds,-20.3428,57.7575,Casa Tia Villa
460,Matay,EG,77.34,clear sky,28.419,30.7792,Nag Aespen
462,Broken Hill,AU,49.71,clear sky,-31.95,141.4333,Royal Exchange Hotel
463,Sisimiut,GL,42.48,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
464,Neiafu,TO,79.48,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
465,Kwekwe,ZW,51.53,overcast clouds,-18.9281,29.8149,"Golden Mile Hotel, Kwekwe"
466,Ngaoundere,CM,64.47,broken clouds,7.3167,13.5833,Hotel Mentong Palace
467,Mbandaka,CD,69.62,overcast clouds,0.0487,18.2603,Guest House Epervier
468,Placido De Castro,BR,84.94,overcast clouds,-10.3353,-67.1856,Hotel Carioca
469,Loandjili,CG,76.32,broken clouds,-4.7561,11.8578,Résidence ARCHANGE
471,Kralendijk,BQ,82.38,few clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
472,Hoi An,VN,80.56,overcast clouds,15.8794,108.335,Belle Maison Hadana Hoi An managed by H&K Hospitality
473,Mizdah,LY,81.36,clear sky,31.4451,12.9801,محمدالمبروك الاريقط
474,Ajaccio,FR,63.09,broken clouds,42.0,8.9167,Sole E Monte
475,Maniago,IT,66.15,overcast clouds,46.1706,12.7078,Hotel Al Giardino
476,Hami,CN,66.81,scattered clouds,42.8,93.45,Laoyutang Resort
477,Timiryazevskoye,RU,57.85,overcast clouds,56.49,84.8769,Forum
478,Barcelos,PT,70.92,clear sky,41.5388,-8.6151,Hotel Do Terço
480,Port Hedland,AU,71.65,broken clouds,-20.3167,118.5667,The Esplanade Hotel
481,Hay River,CA,48.18,broken clouds,60.8156,-115.7999,Ptarmigan Inn
483,Joensuu,FI,66.69,clear sky,62.6012,29.7632,Original Sokos Hotel Kimmel
484,Huron,US,87.89,scattered clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
485,Nyuksenitsa,RU,63.77,overcast clouds,60.4128,44.2397,Zhemchuzhina Suhony
487,Ranong,TH,78.46,light rain,9.9658,98.6348,Tinidee Hotel@Ranong
489,Mackay,AU,58.98,broken clouds,-21.15,149.2,International Lodge Motel
490,Bin Qirdan,TN,79.81,overcast clouds,33.1378,11.2197,Hôtel Palace
491,Gloucester,GB,65.16,clear sky,51.8657,-2.2431,Edward Hotel
492,Athabasca,CA,70.21,overcast clouds,54.7169,-113.2854,Athabasca Lodge Motel
493,Nishihara,JP,75.25,mist,26.1842,127.7558,Minshuku Agaihama
494,La Ceiba,HN,89.42,scattered clouds,15.7597,-86.7822,Hotel Art Deco Beach
495,Baculin,PH,76.96,overcast clouds,7.4525,126.5842,Shovy's Cove
496,Jiangkou,CN,71.49,overcast clouds,25.4872,119.1986,DFM Hotel
497,Aktau,KZ,66.78,clear sky,43.65,51.2,Silk Way Hotel
498,The Valley,AI,84.06,scattered clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
499,Hualmay,PE,68.76,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
500,Komatipoort,ZA,54.05,clear sky,-25.4332,31.9548,Kruger View Backpackers
501,Axim,GH,79.84,clear sky,4.8699,-2.2405,AXIM BEACH RESORT AND SPA
502,Byumba,RW,61.0,broken clouds,-1.5763,30.0675,RGC206 [AIRTEL]
504,Ituiutaba,BR,82.36,overcast clouds,-18.9689,-49.465,Bernal Hotel
505,Chegdomyn,RU,50.61,few clouds,51.1167,133.0167,Gostinitsa Bureya
506,Hit,IQ,86.27,clear sky,33.6416,42.8251,صالون زيرو
507,Loreto,MX,80.91,clear sky,22.2667,-101.9667,José de Jesús Velásquez mora
508,Bayan,CN,52.54,clear sky,46.0833,127.4,Wanhao Inn
509,Ulsteinvik,NO,59.72,clear sky,62.3432,5.8487,Quality Hotel Ulstein
510,Gwadar,PK,83.53,scattered clouds,25.1216,62.3254,Sadaf Resort
511,Ballina,AU,47.95,few clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
513,Oistins,BB,86.09,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
514,Inirida,CO,84.49,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
515,Slave Lake,CA,64.38,few clouds,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
517,Bay Roberts,CA,46.65,overcast clouds,47.5999,-53.2648,Stonewall Inn
518,Wodonga,AU,48.11,overcast clouds,-36.1167,146.8833,The Hume Inn Motel
519,Daru,PG,77.07,overcast clouds,-9.0763,143.2092,Daru Lodge
520,Cascais,PT,65.55,few clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
521,Mayskiy,RU,58.44,scattered clouds,47.6931,40.1025,Dio Lakrua
522,Aquiraz,BR,84.29,clear sky,-3.9014,-38.3911,Pousada Rua Camurupim
523,Neryungri,RU,61.3,broken clouds,56.6709,124.6491,Pyat' Zvozd
524,Chirongui,YT,78.73,scattered clouds,-12.9319,45.1483,La Villa Mahatsara
525,Cheremkhovo,RU,41.59,scattered clouds,53.1561,103.0675,Kvartira Posutochno
527,Turkan,AZ,68.18,clear sky,40.3639,50.215,Samir Зона Отдыха
529,Honiara,SB,77.04,clear sky,-9.4333,159.95,Heritage Park Hotel
530,Mudanjiang,CN,50.45,clear sky,44.5833,129.6,Landi Express Business Hotel
531,Hirara,JP,80.06,moderate rain,24.8,125.2833,Hotel Atoll Emerald Miyakojima
532,Las Palmas,ES,68.79,scattered clouds,28.4204,-14.0131,Casillas De Morales 59.
533,Lethem,GY,83.57,broken clouds,3.3803,-59.7968,Savannah Inn
535,Pitimbu,BR,75.79,scattered clouds,-7.4706,-34.8086,Reserva do Abiaí
536,Celestun,MX,88.56,overcast clouds,20.8667,-90.4,Posada Lilia
537,Iracoubo,GF,76.01,overcast clouds,5.4802,-53.2011,Le Gite D Iracoubo
538,Conceicao Do Araguaia,BR,89.73,clear sky,-8.2578,-49.2647,Tarumã Tropical Hotel
539,Ximei,CN,73.13,overcast clouds,24.9639,118.3794,Nan'an Hotel
540,Sao Joao Da Barra,BR,77.09,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
543,Yelan,RU,56.55,few clouds,50.949,43.7378,Gostinitsa Na Sovetskoy
544,Aswan,EG,88.2,clear sky,24.0934,32.907,Nuba Nile
545,Venado Tuerto,AR,55.78,overcast clouds,-33.7456,-61.9688,Hotel - Miro Park
547,Basco,PH,83.84,overcast clouds,20.4487,121.9702,Nathaniel's Lodge
548,Kem,RU,42.67,overcast clouds,64.9555,34.5793,"Mini-hotel ""Kem"""
549,Rio Grande,BR,59.11,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
552,Vestmannaeyjar,IS,47.39,mist,63.4427,-20.2734,Glamping & Camping
553,Roura,GF,82.31,few clouds,4.7263,-52.3274,Amazonie Découverte SARL
554,Inuvik,CA,41.76,few clouds,68.3499,-133.7218,Nova Inn Inuvik
555,Grindavik,IS,49.95,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
556,Ampanihy,MG,61.52,clear sky,-24.7,44.75,Angora Hotel
557,Sernur,RU,57.94,few clouds,56.9333,49.1536,Gostinnitsa Podvor'ye
558,Batagay,RU,49.14,broken clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
559,Azovo,RU,55.15,clear sky,54.6997,73.0237,Osten Hof
560,Maldonado,UY,54.79,clear sky,-34.6667,-54.9167,La Cimarrona
561,Volchansk,RU,54.86,scattered clouds,59.9378,60.081,U Mikhalycha
562,Torbat-E Jam,IR,80.64,clear sky,35.244,60.6225,White building
563,Uglegorsk,RU,47.12,broken clouds,49.0833,142.0333,Primorskaya Gostinitsa
564,Yibin,CN,76.59,light rain,28.7667,104.6238,Handsome Guesthouse
565,Svetlyy,RU,59.05,broken clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
566,Balakovo,RU,60.28,broken clouds,52.0278,47.8007,Victoria Hotel
567,Praya,CV,75.74,few clouds,14.9215,-23.5087,LT Aparthotel
568,Whitehorse,CA,49.01,light rain,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
569,Areosa,PT,71.31,clear sky,41.7178,-8.8571,Hotel Flôr de Sal
570,Mizan Teferi,ET,60.69,broken clouds,6.9833,35.5833,Hotel Salayish | ሆቴል ሳላይሽ
571,Chifeng,CN,62.46,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
572,Jieshi,CN,76.82,few clouds,22.8134,115.8257,Yuehai Hotel
574,Mitsamiouli,KM,78.39,few clouds,-11.3847,43.2844,Foyer ADM
575,Awbari,LY,87.66,overcast clouds,26.5921,12.7805,فندق أوباري
579,Halifax,CA,79.52,broken clouds,44.6453,-63.5724,Hotel Halifax
580,Concordia,AR,60.87,clear sky,-31.393,-58.0209,Palmar Hotel Casino
583,Athmallik,IN,84.65,broken clouds,20.7219,84.5348,"Mishra resident and Advocate chamber,Bangalasahi,Athamallik,Angul"
584,Vanderhoof,CA,57.74,overcast clouds,54.0166,-124.0198,Vanderhoof Inn
587,Capim Grosso,BR,79.05,broken clouds,-11.3811,-40.0128,Hotel Veloso
588,Cocobeach,GA,82.33,light rain,1.0002,9.5823,Hotel Esperance
590,Pa Sang,TH,80.37,overcast clouds,18.5262,98.9394,โรงแรม จามจุรี 99
592,Nemuro,JP,52.0,few clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
593,Senanga,ZM,56.44,overcast clouds,-16.1167,23.2667,Zango lodge
594,Effingham,US,84.15,light rain,32.3669,-81.3332,Elizabeth Hobbs
595,Tikapur,NP,85.98,clear sky,28.5,81.1333,BANANA AGRO RESORT
596,Nehe,CN,53.51,clear sky,48.4833,124.8333,Vladimir Homestay
597,Igrim,RU,41.05,broken clouds,63.1906,64.4162,Obshchezhitiye Uchebno-Proizvodstvennogo Tsentra
598,Ayagoz,KZ,48.04,few clouds,47.9714,80.4392,Gostinitsa Nur
599,Znamensk,RU,64.85,broken clouds,48.5842,45.7338,"Gostinitsa ""Znamensk"""
600,Carauari,BR,82.62,overcast clouds,-4.8828,-66.8958,Hotel Fellip
601,La Puebla De Cazalla,ES,81.28,clear sky,37.2216,-5.3115,Molino La Boticaria
602,Forest Grove,US,61.43,overcast clouds,45.5198,-123.1107,McMenamins Grand Lodge
603,Tarakan,ID,80.08,overcast clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
604,Juneau,US,52.21,light rain,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
605,Callaway,US,89.98,few clouds,30.153,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
606,Cockburn Town,TC,80.15,clear sky,21.4612,-71.1419,Osprey Beach Hotel
608,La Crosse,US,89.51,scattered clouds,43.8014,-91.2396,Holiday Inn & Suites la Crosse - Downtown
609,Arosa,CH,48.74,overcast clouds,46.7779,9.6762,Tschuggen Grand Hotel
610,Caucaia,BR,84.15,few clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
612,Wanning,CN,78.85,scattered clouds,18.8003,110.3967,Paradise Hotel
614,Mabaruma,GY,80.55,broken clouds,8.2,-59.7833,Monty Brooms Guest House
615,Ahipara,NZ,59.83,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
617,Tahe,CN,49.24,broken clouds,52.3333,124.7333,塔河宾馆
618,Tommot,RU,62.35,overcast clouds,58.9564,126.2925,Gostinitsa Tommot
619,Orange,US,86.4,few clouds,33.7,-117.7675,Meadows
620,Kloulklubed,PW,77.5,overcast clouds,7.0419,134.2556,Storyboard Beach Resort
621,Lakes Entrance,AU,52.18,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
623,Pringsewu,ID,73.67,overcast clouds,-5.3582,104.9744,Urban Style by Front One
626,Jiayuguan,CN,60.31,clear sky,39.8167,98.3,Jiugang Hotel - Jiayuguan
627,Srbac,BA,68.27,overcast clouds,45.0978,17.525,Motel Hrast
628,Chateauroux,FR,63.55,clear sky,46.8167,1.7,Hôtel Kyriad Chateauroux
629,Prata,BR,80.26,overcast clouds,-19.3072,-48.9242,Hotel Pontal Aluga-se Quitinetes e suítes mensalmente
631,Atakpame,TG,74.57,light rain,7.5333,1.1333,Hôtel sahélien
632,Nacogdoches,US,87.12,scattered clouds,31.6002,-94.6335,The Fredonia Hotel & Convention Center
634,Storsteinnes,NO,61.45,few clouds,69.2408,19.2344,Lyngseidet
635,Hovd,MN,46.15,clear sky,48.0056,91.6419,Hotel Khovd
636,Enshi,CN,68.0,overcast clouds,30.3,109.4833,Moevenpick Enshi
637,Moron,AR,57.02,overcast clouds,-34.6534,-58.6198,Hotel Morón
638,Kutum,SD,82.78,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
639,Fostoria,US,89.64,broken clouds,41.157,-83.4169,Best Western Fostoria Inn & Suites
640,Shihezi,CN,63.54,clear sky,44.3,86.0333,Home Inn Shihezi Dongwu Road Century Square
641,Cayenne,GF,82.44,few clouds,4.9333,-52.3333,Hôtel Le Dronmi
644,Jelah,BA,65.39,light rain,44.6542,17.9581,Motel Plavi
646,Rorvik,NO,57.18,broken clouds,64.8621,11.2373,Kysthotellet Rørvik AS
648,Kundiawa,PG,63.09,overcast clouds,-6.0167,144.9667,Dots Guest House
649,Zhigansk,RU,47.55,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
651,Januaria,BR,83.71,scattered clouds,-15.4833,-44.3667,Hotel Paraguassu
652,La Ronge,CA,62.85,broken clouds,55.1001,-105.2842,Northland Motor Hotel
653,Los Llanos De Aridane,ES,64.15,few clouds,28.6585,-17.9182,Valle Aridane
654,Timmins,CA,86.79,broken clouds,48.4669,-81.3331,The Senator Hotel & Conference Centre
655,Ambilobe,MG,71.62,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
656,Roald,NO,58.91,scattered clouds,62.5833,6.1333,Flem Cabins
657,Chipinge,ZW,52.09,overcast clouds,-20.1883,32.6236,Chipinge Breeze Lodge
658,Port Shepstone,ZA,62.67,clear sky,-30.7414,30.455,My Den Beachfront Bed and Breakfast | Self-Catering
661,Lensk,RU,46.17,overcast clouds,60.7253,114.9278,ТинОрС
663,Fundao,BR,76.53,overcast clouds,-19.9341,-40.4047,City Hotel
665,Anori,BR,86.31,scattered clouds,-3.7728,-61.6442,Novo Hotel 05 Irmaos
666,Kudat,MY,75.13,few clouds,6.8837,116.8477,Dream Garden Hotel
667,Takoradi,GH,80.08,clear sky,4.8845,-1.7554,Raybow International Hotel
668,Terrace Bay,CA,76.62,overcast clouds,48.7834,-87.1,Drifters Motel & Restaurant
669,Funadhoo,MV,82.08,overcast clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
670,Waingapu,ID,76.37,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
671,Santa Cruz,BO,78.85,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
672,Panama City,PA,87.75,scattered clouds,8.9936,-79.5197,Hotel Riande Granada Urban
673,Wajima,JP,64.96,overcast clouds,37.4,136.9,Wajiima Onsen Yashio
674,Konya,TR,56.68,clear sky,38.1667,32.5,Bahcesaray Koyu Muhtarligi
675,Coruripe,BR,75.96,few clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
676,Takhli,TH,81.54,overcast clouds,15.2634,100.3438,โรงเเรมกอล์ฟ 19
678,Villaviciosa,ES,62.42,broken clouds,43.4813,-5.4357,Hotel Carlos I
679,Changli,CN,69.21,light rain,39.7042,119.1506,7Days Inn Qinhuangdao Changli Jieyang Street
680,Darhan,MN,42.44,overcast clouds,49.4867,105.9228,Buudai Hotel
681,Huarmey,PE,70.83,overcast clouds,-10.0681,-78.1522,Hotel Miramar
682,San Francisco,US,88.14,few clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
684,Quelimane,MZ,64.35,clear sky,-17.8786,36.8883,Hotel Flamingo
685,Sampit,ID,74.39,broken clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
687,Ajdabiya,LY,73.76,clear sky,30.7554,20.2263,Almadina Hotel
